ts,server,online,count
1782409941,TechMines,1,57
1782409941,Altarly,1,9
1782409941,CreakGens,1,27
1782409941,DovyGens,1,0
1782410067,AltarExtra,1,33
1782410067,TechMines,1,61
1782410067,Altarly,1,9
1782410067,CreakGens,1,26
1782410067,DovyGens,1,0
1782410184,AltarExtra,1,34
1782410184,TechMines,1,46
1782410184,Altarly,1,10
1782410184,CreakGens,1,25
1782410184,DovyGens,1,0
1782410303,AltarExtra,1,34
1782410303,TechMines,1,49
1782410303,Altarly,1,11
1782410303,CreakGens,1,25
1782410303,DovyGens,1,0
1782410434,AltarExtra,1,34
1782410434,TechMines,1,52
1782410434,Altarly,1,11
1782410434,CreakGens,1,25
1782410434,DovyGens,1,0
1782410543,AltarExtra,1,35
1782410543,TechMines,1,51
1782410543,Altarly,1,11
1782410543,CreakGens,1,28
1782410543,DovyGens,1,0
1782410661,AltarExtra,1,34
1782410661,TechMines,1,52
1782410661,Altarly,1,12
1782410661,CreakGens,1,28
1782410661,DovyGens,1,0
1782410779,AltarExtra,1,37
1782410779,TechMines,1,52
1782410779,Altarly,1,13
1782410779,CreakGens,1,27
1782410779,DovyGens,1,0
1782410900,AltarExtra,1,38
1782410900,TechMines,1,56
1782410900,Altarly,1,12
1782410900,CreakGens,1,25
1782410900,DovyGens,1,0
1782411017,AltarExtra,1,31
1782411017,TechMines,1,55
1782411017,Altarly,1,12
1782411017,CreakGens,1,28
1782411017,DovyGens,1,0
1782411139,AltarExtra,1,33
1782411139,TechMines,1,57
1782411139,Altarly,1,14
1782411139,CreakGens,1,24
1782411139,DovyGens,1,0
1782411257,AltarExtra,1,32
1782411257,TechMines,1,55
1782411257,Altarly,1,13
1782411257,CreakGens,1,25
1782411257,DovyGens,1,0
1782411372,AltarExtra,1,32
1782411372,TechMines,1,54
1782411372,Altarly,1,11
1782411372,CreakGens,1,27
1782411372,DovyGens,1,0
1782411499,AltarExtra,1,35
1782411499,TechMines,1,54
1782411499,Altarly,1,11
1782411499,CreakGens,1,25
1782411499,DovyGens,1,0
1782411621,AltarExtra,1,35
1782411621,TechMines,1,58
1782411621,Altarly,1,13
1782411621,CreakGens,1,25
1782411621,DovyGens,1,0
1782411732,AltarExtra,1,36
1782411732,TechMines,1,60
1782411732,Altarly,1,12
1782411732,CreakGens,1,22
1782411732,DovyGens,1,0
1782411853,AltarExtra,1,35
1782411853,TechMines,1,60
1782411853,Altarly,1,11
1782411853,CreakGens,1,19
1782411853,DovyGens,1,0
1782411971,AltarExtra,1,36
1782411971,TechMines,1,62
1782411971,Altarly,1,11
1782411971,CreakGens,1,18
1782411971,DovyGens,1,0
1782412098,AltarExtra,1,35
1782412098,TechMines,1,64
1782412098,Altarly,1,11
1782412098,CreakGens,1,20
1782412098,DovyGens,1,0
1782412220,AltarExtra,1,33
1782412220,TechMines,1,62
1782412220,Altarly,1,12
1782412220,CreakGens,1,22
1782412220,DovyGens,1,0
1782412332,AltarExtra,1,34
1782412332,TechMines,1,41
1782412332,Altarly,1,8
1782412332,CreakGens,1,23
1782412332,DovyGens,1,0
1782412451,AltarExtra,1,37
1782412451,TechMines,1,43
1782412451,Altarly,1,12
1782412451,CreakGens,1,22
1782412451,DovyGens,1,0
1782412577,AltarExtra,1,36
1782412577,TechMines,1,42
1782412577,Altarly,1,11
1782412577,CreakGens,1,23
1782412577,DovyGens,1,0
1782412695,AltarExtra,1,33
1782412695,TechMines,1,43
1782412695,Altarly,1,15
1782412695,CreakGens,1,7
1782412695,DovyGens,1,0
1782412825,AltarExtra,1,33
1782412825,TechMines,1,43
1782412825,Altarly,1,14
1782412825,CreakGens,1,17
1782412825,DovyGens,1,0
1782412934,AltarExtra,1,32
1782412934,TechMines,1,47
1782412934,Altarly,1,11
1782412934,CreakGens,1,24
1782412934,DovyGens,1,0
1782413054,AltarExtra,1,32
1782413054,TechMines,1,47
1782413054,Altarly,1,13
1782413054,CreakGens,1,23
1782413054,DovyGens,1,0
1782413173,AltarExtra,1,31
1782413173,TechMines,1,51
1782413173,Altarly,1,12
1782413173,CreakGens,1,23
1782413173,DovyGens,1,0
1782413293,AltarExtra,1,31
1782413293,TechMines,1,51
1782413293,Altarly,1,11
1782413293,CreakGens,1,25
1782413293,DovyGens,1,0
1782413417,AltarExtra,1,28
1782413417,TechMines,1,52
1782413417,Altarly,1,11
1782413417,CreakGens,1,25
1782413417,DovyGens,1,0
1782413538,AltarExtra,1,28
1782413538,TechMines,1,52
1782413538,Altarly,1,12
1782413538,CreakGens,1,27
1782413538,DovyGens,1,0
1782413652,AltarExtra,1,30
1782413652,TechMines,1,53
1782413652,Altarly,1,11
1782413652,CreakGens,1,28
1782413652,DovyGens,1,0
1782413775,AltarExtra,1,32
1782413775,TechMines,1,53
1782413775,Altarly,1,12
1782413775,CreakGens,1,28
1782413775,DovyGens,1,0
1782413893,AltarExtra,1,32
1782413893,TechMines,1,53
1782413893,Altarly,1,12
1782413893,CreakGens,1,29
1782413893,DovyGens,1,0
1782414023,AltarExtra,1,36
1782414023,TechMines,1,56
1782414023,Altarly,1,11
1782414023,CreakGens,1,30
1782414023,DovyGens,1,0
1782414143,AltarExtra,1,35
1782414143,TechMines,1,57
1782414143,Altarly,1,10
1782414143,CreakGens,1,30
1782414143,DovyGens,1,0
1782414254,AltarExtra,1,36
1782414254,TechMines,1,59
1782414254,Altarly,1,10
1782414254,CreakGens,1,29
1782414254,DovyGens,1,0
1782414375,AltarExtra,1,35
1782414375,TechMines,1,59
1782414375,Altarly,1,11
1782414375,CreakGens,1,32
1782414375,DovyGens,1,0
1782414497,AltarExtra,1,33
1782414497,TechMines,1,62
1782414497,Altarly,1,10
1782414497,CreakGens,1,35
1782414497,DovyGens,1,0
1782414616,AltarExtra,1,32
1782414616,TechMines,1,61
1782414616,Altarly,1,11
1782414616,CreakGens,1,39
1782414616,DovyGens,1,0
1782414734,AltarExtra,1,35
1782414734,TechMines,1,64
1782414734,Altarly,1,11
1782414734,CreakGens,1,40
1782414734,DovyGens,1,0
1782414861,AltarExtra,1,39
1782414861,TechMines,1,65
1782414861,Altarly,1,11
1782414861,CreakGens,1,41
1782414861,DovyGens,1,0
1782414974,AltarExtra,1,40
1782414974,TechMines,1,67
1782414974,Altarly,1,11
1782414974,CreakGens,1,42
1782414974,DovyGens,1,0
1782415091,AltarExtra,1,42
1782415091,TechMines,1,66
1782415091,Altarly,1,12
1782415091,CreakGens,1,41
1782415091,DovyGens,1,0
1782415216,AltarExtra,1,39
1782415216,TechMines,1,66
1782415216,Altarly,1,13
1782415216,CreakGens,1,39
1782415216,DovyGens,1,0
1782415334,AltarExtra,1,40
1782415334,TechMines,1,67
1782415334,Altarly,1,14
1782415334,CreakGens,1,40
1782415334,DovyGens,1,0
1782415453,AltarExtra,1,40
1782415453,TechMines,1,65
1782415453,Altarly,1,13
1782415453,CreakGens,1,40
1782415453,DovyGens,1,0
1782415575,AltarExtra,1,41
1782415575,TechMines,1,66
1782415575,Altarly,1,14
1782415575,CreakGens,1,42
1782415575,DovyGens,1,0
1782415588,AltarExtra,1,43
1782415588,TechMines,1,67
1782415588,Altarly,1,15
1782415588,CreakGens,1,42
1782415588,DovyGens,1,0
1782415696,AltarExtra,1,42
1782415696,TechMines,1,68
1782415696,Altarly,1,15
1782415696,CreakGens,1,45
1782415696,DovyGens,1,0
1782415818,AltarExtra,1,43
1782415818,TechMines,1,69
1782415818,Altarly,1,14
1782415818,CreakGens,1,44
1782415818,DovyGens,1,0
1782415933,AltarExtra,1,42
1782415933,TechMines,1,68
1782415933,Altarly,1,14
1782415933,CreakGens,1,45
1782415933,DovyGens,1,0
1782416053,AltarExtra,1,45
1782416053,TechMines,1,69
1782416053,Altarly,1,16
1782416053,CreakGens,1,50
1782416053,DovyGens,1,0
1782416181,AltarExtra,1,45
1782416181,TechMines,1,71
1782416181,Altarly,1,16
1782416181,CreakGens,1,49
1782416181,DovyGens,1,0
1782416293,AltarExtra,1,45
1782416293,TechMines,1,71
1782416293,Altarly,1,17
1782416293,CreakGens,1,50
1782416293,DovyGens,1,0
1782416416,AltarExtra,1,46
1782416416,TechMines,1,70
1782416416,Altarly,1,13
1782416416,CreakGens,1,48
1782416416,DovyGens,1,0
1782416537,AltarExtra,1,48
1782416537,TechMines,1,70
1782416537,Altarly,1,15
1782416537,CreakGens,1,48
1782416537,DovyGens,1,0
1782416655,AltarExtra,1,50
1782416655,TechMines,1,67
1782416655,Altarly,1,10
1782416655,CreakGens,1,49
1782416655,DovyGens,1,0
1782416774,AltarExtra,1,49
1782416774,TechMines,1,67
1782416774,Altarly,1,11
1782416774,CreakGens,1,51
1782416774,DovyGens,1,0
1782416892,AltarExtra,1,45
1782416892,TechMines,1,64
1782416892,Altarly,1,10
1782416892,CreakGens,1,53
1782416892,DovyGens,1,0
1782417020,AltarExtra,1,46
1782417020,TechMines,1,67
1782417020,Altarly,1,11
1782417020,CreakGens,1,53
1782417020,DovyGens,1,0
1782417135,AltarExtra,1,48
1782417135,TechMines,1,67
1782417135,Altarly,1,10
1782417135,CreakGens,1,53
1782417135,DovyGens,1,0
1782417257,AltarExtra,1,50
1782417257,TechMines,1,71
1782417257,Altarly,1,10
1782417257,CreakGens,1,52
1782417257,DovyGens,1,0
1782417375,AltarExtra,1,54
1782417375,TechMines,1,68
1782417375,Altarly,1,12
1782417375,CreakGens,1,52
1782417375,DovyGens,1,0
1782417496,AltarExtra,1,56
1782417496,TechMines,1,69
1782417496,Altarly,1,13
1782417496,CreakGens,1,53
1782417496,DovyGens,1,0
1782417626,AltarExtra,1,55
1782417626,TechMines,1,68
1782417626,Altarly,1,10
1782417626,CreakGens,1,54
1782417626,DovyGens,1,0
1782417733,AltarExtra,1,56
1782417733,TechMines,1,66
1782417733,Altarly,1,12
1782417733,CreakGens,1,54
1782417733,DovyGens,1,0
1782417858,AltarExtra,1,54
1782417858,TechMines,1,66
1782417858,Altarly,1,12
1782417858,CreakGens,1,53
1782417858,DovyGens,1,0
1782417972,AltarExtra,1,56
1782417972,TechMines,1,65
1782417972,Altarly,1,11
1782417972,CreakGens,1,55
1782417972,DovyGens,1,0
1782418094,AltarExtra,1,63
1782418094,TechMines,1,67
1782418094,Altarly,1,13
1782418094,CreakGens,1,52
1782418094,DovyGens,1,0
1782418217,AltarExtra,1,67
1782418217,TechMines,1,67
1782418217,Altarly,1,13
1782418217,CreakGens,1,52
1782418217,DovyGens,1,0
1782418332,AltarExtra,1,71
1782418332,TechMines,1,68
1782418332,Altarly,1,13
1782418332,CreakGens,1,54
1782418332,DovyGens,1,0
1782418456,AltarExtra,1,73
1782418456,TechMines,1,70
1782418456,Altarly,1,12
1782418456,CreakGens,1,53
1782418456,DovyGens,1,0
1782418576,AltarExtra,1,72
1782418576,TechMines,1,70
1782418576,Altarly,1,12
1782418576,CreakGens,1,53
1782418576,DovyGens,1,0
1782418696,AltarExtra,1,75
1782418696,TechMines,1,71
1782418696,Altarly,1,13
1782418696,CreakGens,1,54
1782418696,DovyGens,1,0
1782418819,AltarExtra,1,72
1782418819,TechMines,1,72
1782418819,Altarly,1,13
1782418819,CreakGens,1,54
1782418819,DovyGens,1,0
1782418936,AltarExtra,1,74
1782418936,TechMines,1,72
1782418936,Altarly,1,12
1782418936,CreakGens,1,55
1782418936,DovyGens,1,0
1782419051,AltarExtra,1,82
1782419051,TechMines,1,70
1782419051,Altarly,1,11
1782419051,CreakGens,1,53
1782419051,DovyGens,1,0
1782419173,AltarExtra,1,86
1782419173,TechMines,1,70
1782419173,Altarly,1,11
1782419173,CreakGens,1,53
1782419173,DovyGens,1,0
1782419292,AltarExtra,1,85
1782419292,TechMines,1,70
1782419292,Altarly,1,15
1782419292,CreakGens,1,56
1782419292,DovyGens,1,0
1782419418,AltarExtra,1,78
1782419418,TechMines,1,75
1782419418,Altarly,1,15
1782419418,CreakGens,1,56
1782419418,DovyGens,1,0
1782419536,AltarExtra,1,79
1782419536,TechMines,1,74
1782419536,Altarly,1,11
1782419536,CreakGens,1,55
1782419536,DovyGens,1,0
1782419652,AltarExtra,1,78
1782419652,TechMines,1,71
1782419652,Altarly,1,10
1782419652,CreakGens,1,58
1782419652,DovyGens,1,0
1782419770,AltarExtra,1,75
1782419770,TechMines,1,73
1782419770,Altarly,1,11
1782419770,CreakGens,1,57
1782419770,DovyGens,1,0
1782419892,AltarExtra,1,79
1782419892,TechMines,1,73
1782419892,Altarly,1,13
1782419892,CreakGens,1,56
1782419892,DovyGens,1,0
1782420019,AltarExtra,1,81
1782420019,TechMines,1,71
1782420019,Altarly,1,13
1782420019,CreakGens,1,53
1782420019,DovyGens,1,0
1782420133,AltarExtra,1,75
1782420133,TechMines,1,73
1782420133,Altarly,1,12
1782420133,CreakGens,1,54
1782420133,DovyGens,1,0
1782420254,AltarExtra,1,73
1782420254,TechMines,1,75
1782420254,Altarly,1,12
1782420254,CreakGens,1,53
1782420254,DovyGens,1,0
1782420372,AltarExtra,1,72
1782420372,TechMines,1,76
1782420372,Altarly,1,13
1782420372,CreakGens,1,51
1782420372,DovyGens,1,0
1782420492,AltarExtra,1,68
1782420492,TechMines,1,74
1782420492,Altarly,1,14
1782420492,CreakGens,1,49
1782420492,DovyGens,1,0
1782420615,AltarExtra,1,65
1782420615,TechMines,1,75
1782420615,Altarly,1,18
1782420615,CreakGens,1,47
1782420615,DovyGens,1,0
1782420731,AltarExtra,1,65
1782420731,TechMines,1,76
1782420731,Altarly,1,19
1782420731,CreakGens,1,48
1782420731,DovyGens,1,0
1782420858,AltarExtra,1,63
1782420858,TechMines,1,76
1782420858,Altarly,1,20
1782420858,CreakGens,1,49
1782420858,DovyGens,1,0
1782420971,AltarExtra,1,63
1782420971,TechMines,1,77
1782420971,Altarly,1,23
1782420971,CreakGens,1,50
1782420971,DovyGens,1,0
1782421091,AltarExtra,1,63
1782421091,TechMines,1,76
1782421091,Altarly,1,25
1782421091,CreakGens,1,51
1782421091,DovyGens,1,0
1782421222,AltarExtra,1,65
1782421222,TechMines,1,79
1782421222,Altarly,1,31
1782421222,CreakGens,1,48
1782421222,DovyGens,1,0
1782421331,AltarExtra,1,63
1782421331,TechMines,1,77
1782421331,Altarly,1,33
1782421331,CreakGens,1,46
1782421331,DovyGens,1,0
1782421453,AltarExtra,1,60
1782421453,TechMines,1,79
1782421453,Altarly,1,34
1782421453,CreakGens,1,45
1782421453,DovyGens,1,0
1782421572,AltarExtra,1,61
1782421572,TechMines,1,82
1782421572,Altarly,1,32
1782421572,CreakGens,1,44
1782421572,DovyGens,1,0
1782421692,AltarExtra,1,60
1782421692,TechMines,1,86
1782421692,Altarly,1,33
1782421692,CreakGens,1,41
1782421692,DovyGens,1,0
1782421821,AltarExtra,1,60
1782421821,TechMines,1,86
1782421821,Altarly,1,36
1782421821,CreakGens,1,39
1782421821,DovyGens,1,0
1782421932,AltarExtra,1,58
1782421932,TechMines,1,84
1782421932,Altarly,1,35
1782421932,CreakGens,1,42
1782421932,DovyGens,1,0
1782422051,AltarExtra,1,58
1782422051,TechMines,1,84
1782422051,Altarly,1,35
1782422051,CreakGens,1,38
1782422051,DovyGens,1,0
1782422065,AltarExtra,1,58
1782422065,TechMines,1,85
1782422065,Altarly,1,35
1782422065,CreakGens,1,39
1782422065,DovyGens,1,0
1782422175,AltarExtra,1,59
1782422175,TechMines,1,85
1782422175,Altarly,1,36
1782422175,CreakGens,1,41
1782422175,DovyGens,1,0
1782422294,AltarExtra,1,58
1782422294,TechMines,1,85
1782422294,Altarly,1,33
1782422294,CreakGens,1,39
1782422294,DovyGens,1,0
1782422417,AltarExtra,1,60
1782422417,TechMines,1,80
1782422417,Altarly,1,32
1782422417,CreakGens,1,37
1782422417,DovyGens,1,0
1782422534,AltarExtra,1,65
1782422534,TechMines,1,83
1782422534,Altarly,1,31
1782422534,CreakGens,1,36
1782422534,DovyGens,1,0
1782422652,AltarExtra,1,62
1782422652,TechMines,1,82
1782422652,Altarly,1,31
1782422652,CreakGens,1,38
1782422652,DovyGens,1,0
1782422775,AltarExtra,1,59
1782422775,TechMines,1,79
1782422775,Altarly,1,31
1782422775,CreakGens,1,35
1782422775,DovyGens,1,0
1782422894,AltarExtra,1,58
1782422894,TechMines,1,84
1782422894,Altarly,1,30
1782422894,CreakGens,1,39
1782422894,DovyGens,1,0
1782423020,AltarExtra,1,55
1782423020,TechMines,1,81
1782423020,Altarly,1,29
1782423020,CreakGens,1,39
1782423020,DovyGens,1,0
1782423132,AltarExtra,1,56
1782423132,TechMines,1,79
1782423132,Altarly,1,29
1782423132,CreakGens,1,40
1782423132,DovyGens,1,0
1782423254,AltarExtra,1,52
1782423254,TechMines,1,77
1782423254,Altarly,1,28
1782423254,CreakGens,1,39
1782423254,DovyGens,1,0
1782423372,AltarExtra,1,51
1782423372,TechMines,1,75
1782423372,Altarly,1,24
1782423372,CreakGens,1,38
1782423372,DovyGens,1,0
1782423491,AltarExtra,1,52
1782423491,TechMines,1,76
1782423491,Altarly,1,24
1782423491,CreakGens,1,35
1782423491,DovyGens,1,0
1782423623,AltarExtra,1,51
1782423623,TechMines,1,76
1782423623,Altarly,1,24
1782423623,CreakGens,1,35
1782423623,DovyGens,1,0
1782423733,AltarExtra,1,47
1782423733,TechMines,1,75
1782423733,Altarly,1,26
1782423733,CreakGens,1,40
1782423733,DovyGens,1,0
1782423851,AltarExtra,1,44
1782423851,TechMines,1,73
1782423851,Altarly,1,27
1782423851,CreakGens,1,37
1782423851,DovyGens,1,0
1782423971,AltarExtra,1,46
1782423971,TechMines,1,73
1782423971,Altarly,1,28
1782423971,CreakGens,1,38
1782423971,DovyGens,1,0
1782424092,AltarExtra,1,45
1782424092,TechMines,1,74
1782424092,Altarly,1,26
1782424092,CreakGens,1,36
1782424092,DovyGens,1,0
1782424216,AltarExtra,1,47
1782424216,TechMines,1,73
1782424216,Altarly,1,26
1782424216,CreakGens,1,37
1782424216,DovyGens,1,0
1782424333,AltarExtra,1,45
1782424333,TechMines,1,76
1782424333,Altarly,1,28
1782424333,CreakGens,1,40
1782424333,DovyGens,1,0
1782424452,AltarExtra,1,45
1782424452,TechMines,1,75
1782424452,Altarly,1,27
1782424452,CreakGens,1,40
1782424452,DovyGens,1,0
1782424572,AltarExtra,1,44
1782424572,TechMines,1,75
1782424572,Altarly,1,27
1782424572,CreakGens,1,41
1782424572,DovyGens,1,0
1782424698,AltarExtra,1,44
1782424698,TechMines,1,73
1782424698,Altarly,1,30
1782424698,CreakGens,1,41
1782424698,DovyGens,1,0
1782424825,AltarExtra,1,43
1782424825,TechMines,1,74
1782424825,Altarly,1,32
1782424825,CreakGens,1,42
1782424825,DovyGens,1,0
1782424933,AltarExtra,1,44
1782424933,TechMines,1,75
1782424933,Altarly,1,33
1782424933,CreakGens,1,43
1782424933,DovyGens,1,0
1782425053,AltarExtra,1,44
1782425053,TechMines,1,75
1782425053,Altarly,1,32
1782425053,CreakGens,1,47
1782425053,DovyGens,1,0
1782425172,AltarExtra,1,44
1782425172,TechMines,1,73
1782425172,Altarly,1,30
1782425172,CreakGens,1,47
1782425172,DovyGens,1,0
1782425291,AltarExtra,1,46
1782425291,TechMines,1,73
1782425291,Altarly,1,29
1782425291,CreakGens,1,45
1782425291,DovyGens,1,0
1782425416,AltarExtra,1,48
1782425416,TechMines,1,73
1782425416,Altarly,1,29
1782425416,CreakGens,1,46
1782425416,DovyGens,1,0
1782425535,AltarExtra,1,51
1782425535,TechMines,1,73
1782425535,Altarly,1,30
1782425535,CreakGens,1,47
1782425535,DovyGens,1,0
1782425652,AltarExtra,1,53
1782425652,TechMines,1,72
1782425652,Altarly,1,29
1782425652,CreakGens,1,48
1782425652,DovyGens,1,0
1782425771,AltarExtra,1,53
1782425771,TechMines,1,72
1782425771,Altarly,1,30
1782425771,CreakGens,1,49
1782425771,DovyGens,1,0
1782425893,AltarExtra,1,51
1782425893,TechMines,1,72
1782425893,Altarly,1,27
1782425893,CreakGens,1,50
1782425893,DovyGens,1,0
1782426017,AltarExtra,1,52
1782426017,TechMines,1,72
1782426017,Altarly,1,27
1782426017,CreakGens,1,47
1782426017,DovyGens,1,0
1782426134,AltarExtra,1,51
1782426134,TechMines,1,75
1782426134,Altarly,1,27
1782426134,CreakGens,1,49
1782426134,DovyGens,1,0
1782426252,AltarExtra,1,49
1782426252,TechMines,1,74
1782426252,Altarly,1,24
1782426252,CreakGens,1,49
1782426252,DovyGens,1,0
1782426372,AltarExtra,1,51
1782426372,TechMines,1,74
1782426372,Altarly,1,23
1782426372,CreakGens,1,49
1782426372,DovyGens,1,0
1782426493,AltarExtra,1,50
1782426493,TechMines,1,73
1782426493,Altarly,1,24
1782426493,CreakGens,1,47
1782426493,DovyGens,1,0
1782426618,AltarExtra,1,48
1782426618,TechMines,1,74
1782426618,Altarly,1,23
1782426618,CreakGens,1,47
1782426618,DovyGens,1,0
1782426733,AltarExtra,1,47
1782426733,TechMines,1,71
1782426733,Altarly,1,22
1782426733,CreakGens,1,47
1782426733,DovyGens,1,0
1782426852,AltarExtra,1,47
1782426852,TechMines,1,73
1782426852,Altarly,1,22
1782426852,CreakGens,1,49
1782426852,DovyGens,1,0
1782426974,AltarExtra,1,49
1782426974,TechMines,1,73
1782426974,Altarly,1,21
1782426974,CreakGens,1,48
1782426974,DovyGens,1,0
1782427091,AltarExtra,1,48
1782427091,TechMines,1,74
1782427091,Altarly,1,20
1782427091,CreakGens,1,49
1782427091,DovyGens,1,0
1782427218,AltarExtra,1,49
1782427218,TechMines,1,73
1782427218,Altarly,1,20
1782427218,CreakGens,1,50
1782427218,DovyGens,1,0
1782427331,AltarExtra,1,45
1782427331,TechMines,1,73
1782427331,Altarly,1,21
1782427331,CreakGens,1,48
1782427331,DovyGens,1,0
1782427455,AltarExtra,1,45
1782427455,TechMines,1,72
1782427455,Altarly,1,20
1782427455,CreakGens,1,46
1782427455,DovyGens,1,0
1782427576,AltarExtra,1,45
1782427576,TechMines,1,73
1782427576,Altarly,1,20
1782427576,CreakGens,1,49
1782427576,DovyGens,1,0
1782427692,AltarExtra,1,45
1782427692,TechMines,1,71
1782427692,Altarly,1,20
1782427692,CreakGens,1,50
1782427692,DovyGens,1,0
1782427818,AltarExtra,1,44
1782427818,TechMines,1,69
1782427818,Altarly,1,20
1782427818,CreakGens,1,52
1782427818,DovyGens,1,0
1782427884,AltarExtra,1,43
1782427884,TechMines,1,70
1782427884,Altarly,1,20
1782427884,CreakGens,1,50
1782427884,DovyGens,1,0
1782427931,AltarExtra,1,43
1782427931,TechMines,1,70
1782427931,Altarly,1,22
1782427931,CreakGens,1,50
1782427931,DovyGens,1,0
1782428053,AltarExtra,1,43
1782428053,TechMines,1,73
1782428053,Altarly,1,20
1782428053,CreakGens,1,49
1782428053,DovyGens,1,0
1782428172,AltarExtra,1,41
1782428172,TechMines,1,72
1782428172,Altarly,1,19
1782428172,CreakGens,1,49
1782428172,DovyGens,1,0
1782428291,AltarExtra,1,39
1782428291,TechMines,1,73
1782428291,Altarly,1,21
1782428291,CreakGens,1,45
1782428291,DovyGens,1,0
1782428422,AltarExtra,1,41
1782428422,TechMines,1,74
1782428422,Altarly,1,20
1782428422,CreakGens,1,40
1782428422,DovyGens,1,0
1782428533,AltarExtra,1,43
1782428533,TechMines,1,71
1782428533,Altarly,1,18
1782428533,CreakGens,1,39
1782428533,DovyGens,1,0
1782428651,AltarExtra,1,42
1782428651,TechMines,1,70
1782428651,Altarly,1,16
1782428651,CreakGens,1,40
1782428651,DovyGens,1,0
1782428775,AltarExtra,1,42
1782428775,TechMines,1,71
1782428775,Altarly,1,18
1782428775,CreakGens,1,39
1782428775,DovyGens,1,0
1782428895,AltarExtra,1,40
1782428895,TechMines,1,71
1782428895,Altarly,1,18
1782428895,CreakGens,1,38
1782428895,DovyGens,1,0
1782429017,AltarExtra,1,41
1782429017,TechMines,1,68
1782429017,Altarly,1,19
1782429017,CreakGens,1,39
1782429017,DovyGens,1,0
1782429130,AltarExtra,1,39
1782429130,TechMines,1,71
1782429130,Altarly,1,17
1782429130,CreakGens,1,40
1782429130,DovyGens,1,0
1782429253,AltarExtra,1,38
1782429253,TechMines,1,70
1782429253,Altarly,1,16
1782429253,CreakGens,1,41
1782429253,DovyGens,1,0
1782429375,AltarExtra,1,40
1782429375,TechMines,1,70
1782429375,Altarly,1,16
1782429375,CreakGens,1,42
1782429375,DovyGens,1,0
1782429497,AltarExtra,1,42
1782429497,TechMines,1,73
1782429497,Altarly,1,15
1782429497,CreakGens,1,42
1782429497,DovyGens,1,0
1782429615,AltarExtra,1,39
1782429615,TechMines,1,72
1782429615,Altarly,1,16
1782429615,CreakGens,1,38
1782429615,DovyGens,1,0
1782429732,AltarExtra,1,37
1782429732,TechMines,1,71
1782429732,Altarly,1,16
1782429732,CreakGens,1,44
1782429732,DovyGens,1,0
1782429851,AltarExtra,1,38
1782429851,TechMines,1,71
1782429851,Altarly,1,13
1782429851,CreakGens,1,42
1782429851,DovyGens,1,0
1782429976,AltarExtra,1,43
1782429976,TechMines,1,73
1782429976,Altarly,1,12
1782429976,CreakGens,1,43
1782429976,DovyGens,1,0
1782430091,AltarExtra,1,45
1782430091,TechMines,1,75
1782430091,Altarly,1,14
1782430091,CreakGens,1,42
1782430091,DovyGens,1,0
1782430221,AltarExtra,1,44
1782430221,TechMines,1,75
1782430221,Altarly,1,12
1782430221,CreakGens,1,41
1782430221,DovyGens,1,0
1782430332,AltarExtra,1,42
1782430332,TechMines,1,76
1782430332,Altarly,1,12
1782430332,CreakGens,1,40
1782430332,DovyGens,1,0
1782430452,AltarExtra,1,42
1782430452,TechMines,1,75
1782430452,Altarly,1,11
1782430452,CreakGens,1,39
1782430452,DovyGens,1,0
1782430577,AltarExtra,1,42
1782430577,TechMines,1,74
1782430577,Altarly,1,11
1782430577,CreakGens,1,41
1782430577,DovyGens,1,0
1782430695,AltarExtra,1,43
1782430695,TechMines,1,74
1782430695,Altarly,1,13
1782430695,CreakGens,1,43
1782430695,DovyGens,1,0
1782430815,AltarExtra,1,44
1782430815,TechMines,1,76
1782430815,Altarly,1,13
1782430815,CreakGens,1,43
1782430815,DovyGens,1,0
1782430934,AltarExtra,1,44
1782430934,TechMines,1,74
1782430934,Altarly,1,14
1782430934,CreakGens,1,44
1782430934,DovyGens,1,0
1782431052,AltarExtra,1,45
1782431052,TechMines,1,73
1782431052,Altarly,1,11
1782431052,CreakGens,1,44
1782431052,DovyGens,1,0
1782431173,AltarExtra,1,45
1782431173,TechMines,1,70
1782431173,Altarly,1,11
1782431173,CreakGens,1,40
1782431173,DovyGens,1,0
1782431295,AltarExtra,1,45
1782431295,TechMines,1,72
1782431295,Altarly,1,9
1782431295,CreakGens,1,41
1782431295,DovyGens,1,0
1782431416,AltarExtra,1,49
1782431416,TechMines,1,71
1782431416,Altarly,1,11
1782431416,CreakGens,1,42
1782431416,DovyGens,1,0
1782431534,AltarExtra,1,47
1782431534,TechMines,1,76
1782431534,Altarly,1,9
1782431534,CreakGens,1,42
1782431534,DovyGens,1,0
1782431654,AltarExtra,1,46
1782431654,TechMines,1,71
1782431654,Altarly,1,9
1782431654,CreakGens,1,40
1782431654,DovyGens,1,0
1782431774,AltarExtra,1,48
1782431774,TechMines,1,72
1782431774,Altarly,1,8
1782431774,CreakGens,1,40
1782431774,DovyGens,1,0
1782431892,AltarExtra,1,49
1782431892,TechMines,1,73
1782431892,Altarly,1,8
1782431892,CreakGens,1,40
1782431892,DovyGens,1,0
1782432023,AltarExtra,1,49
1782432023,TechMines,1,75
1782432023,Altarly,1,11
1782432023,CreakGens,1,36
1782432023,DovyGens,1,0
1782432132,AltarExtra,1,48
1782432132,TechMines,1,72
1782432132,Altarly,1,12
1782432132,CreakGens,1,33
1782432132,DovyGens,1,0
1782432257,AltarExtra,1,45
